	954.0
lembek	6.0
mengintervensi	10.0
pengaca	4.0
kirimkanlah	1.0
benerrr	6.0
ibarat	46.0
saudaraku	40.0
12rb	1.0
benerr	7.0
klmntn	1.0
plngran	1.0
benern	1.0
sbelah	1.0
pengaco	2.0
benere	1.0
allohlah	2.0
menjelekan	21.0
pnyakitmu	1.0
nyeri2	1.0
100jt	1.0
monolog	1.0
mengentot	1.0
lucu2an	2.0
sibuuuk	1.0
djkt	1.0
putih2	2.0
sebegini	1.0
konpirmasi	1.0
setannnn	1.0
bener2	64.0
pribahasa	5.0
perjuangannya	4.0
pakde2	1.0
tersimpan	2.0
konttttol	1.0
sisinya	3.0
boleh2	10.0
gihhhh	1.0
yudhoyono	8.0
yeeeaacchhhh	1.0
haahahha	2.0
dikerumuni	1.0
gbrnur	1.0
mbaaaahhh	1.0
tersolimi	2.0
kakian	1.0
dijalan	16.0
pemasalahan	2.0
nyerbu	3.0
djmn	1.0
hahhahha	3.0
mdgn	1.0
mdh2	6.0
septiono	1.0
garuda	20.0
berdaulat	1.0
anak2mu	4.0
kebanayakan	1.0
nusron	113.0
keserang	1.0
djln	2.0
trunnnya	1.0
pikiriinn	1.0
perjuangan	52.0
fakta	251.0
dikerek	1.0
pegacaranya	1.0
pemborong	1.0
tetbukti	1.0
ahomer	1.0
saudaramu	7.0
pejuang	32.0
preaiden	4.0
beneli	1.0
rayain	3.0
mahabrata	2.0
direfleksikan	1.0
bertoleransi	2.0
rohinga	1.0
pengadu	7.0
wuahahaha	1.0
mdia	1.0
nyeret	3.0
dibenarkan	12.0
marilah	14.0
beneka	1.0
nyerep	1.0
bikinan2	1.0
ladahal	1.0
sungapura	1.0
sichina	1.0
maaaaccakk	1.0
perpecahan	40.0
ktavdukung	1.0
hikhikhikhik	1.0
menangkapnya	1.0
membahasnya	1.0
rongrongan	1.0
mnghalalkan	1.0
iyakan	1.0
pukon	1.0
beyeeeeee	1.0
kesian	16.0
normatif	6.0
kemusliman	1.0
ngelanggar	4.0
menjelekin	1.0
pendukungnuya	1.0
diinpecmen	1.0
hahahahahahahhahahahahahahhaahahshshshshshshshahaahah	1.0
esek2	6.0
mracuni	1.0
saja11	1.0
pakdhe	4.0
tatonya	1.0
nusrun	1.0
ortunya	6.0
100rb	1.0
bokti	2.0
grogoti	1.0
bocoooooor	1.0
firdaus	1.0
wkwkkkk	5.0
diberiikan	1.0
hahaaahaa	1.0
rame2in	3.0
cipookkk	1.0
neneknya	4.0
mkannn	1.0
magrib	2.0
kangkung	2.0
2000an	1.0
sakigitaoktavia	1.0
peleeerr	2.0
nggonggong	1.0
ancamannya	4.0
belasan	2.0
polusi	4.0
persdgan	1.0
trypophobia	1.0
busway	1.0
bahahak	1.0
hahaay	1.0
bahahah	1.0
menirumu	1.0
did3ngkul	1.0
diplintir	7.0
pendemonya	5.0
contohny	1.0
hahaah	5.0
tertinggal	8.0
tertinggak	1.0
engkongmu	1.0
hahaaa	29.0
sharusnya	1.0
ngigaunya	1.0
kadihani	1.0
keprett	1.0
yayang	8.0
prikemanusiaan	1.0
kakimu	1.0
inggris	28.0
mengentit	2.0
lemari	1.0
dukungannya	5.0
heker	1.0
ijazahnya	1.0
pndapat	3.0
larrinya	1.0
menghitam	1.0
polotik	6.0
belaguuu	1.0
orangbnu	1.0
mngenai	1.0
ditukar	2.0
sanksi	12.0
nyerna	1.0
ubudiah	1.0
mdpt	2.0
bertaruh	1.0
syech	1.0
nasarudin	2.0
mngenal	1.0
kmren	12.0
heahahaha	1.0
fakir	11.0
terglincir	1.0
pngumuman	1.0
kkwkwkwkwkwkwkqk	1.0
sejatinya	7.0
diumatnya	1.0
setannya	2.0
serifikasi	2.0
menutupi	41.0
discussion	1.0
judule	1.0
aaaaaaaa	1.0
memikrkan	1.0
heleh	2.0
beneran	80.0
helem	1.0
aaaaaaah	1.0
dpegang	1.0
djrot	1.0
lelucon	3.0
mdrt	1.0
nasgor	1.0
1lagi	1.0
germo	21.0
macet2	1.0
tertunda	2.0
bersayap	2.0
bolo2	1.0
nyengir2	2.0
rekan2	1.0
pencoleng	1.0
mdus	1.0
heheehhee	1.0
brbhong	3.0
ibarst	1.0
spionase	1.0
gedung	12.0
disepong	1.0
syedih	1.0
sarkowi	1.0
eimzzzz	1.0
mahkluk	7.0
mempermaikan	1.0
macett	2.0
westlife	1.0
bolos	3.0
multmu	1.0
bolot	7.0
mrnghendaki	1.0
hwhe	1.0
diapaiin	2.0
mkanya	23.0
syilvia	1.0
pakaiannya	2.0
bolih	1.0
wkwkkwk	7.0
tangkap2an	1.0
beiringan	1.0
yupsip	1.0
ngigau	10.0
helai	1.0
ngawinin	1.0
melihatmu	1.0
geris	2.0
10182	1.0
riezeq	1.0
metrotivu	12.0
tgl11	1.0
pujya	1.0
manfaatnya	18.0
riezek	1.0
gerik	2.0
kesini	11.0
juragan	9.0
jelita	2.0
trimaksh	2.0
haa3x	1.0
celurut	2.0
bancakan	6.0
malu2nya	1.0
yaalloh	3.0
dkat	1.0
kejora	3.0
geres	1.0
dhisik	1.0
bolll	2.0
ngomporin	8.0
infrastructure	1.0
peeenistaan	1.0
lingkungannya	3.0
abangnya	1.0
usthad	1.0
agungkan	4.0
munusia	1.0
yayaya	1.0
mengutarakan	1.0
grogol	1.0
menganut	7.0
memperilakan	1.0
torpedo	1.0
benerin	2.0
opportunis	1.0
cowok2	1.0
jikik	1.0
rieziq	3.0
prmainannya	1.0
suwendri	1.0
riezik	5.0
panjang	77.0
falah	1.0
1500	1.0
riezih	1.0
boleh	622.0
kadihaaa	1.0
densus	2.0
diterhemahkan	1.0
haahahah	1.0
ablis	1.0
takutin	3.0
nyerah	2.0
mtrotipu	1.0
dicaritau	1.0
alexsi	1.0
daftar	17.0
modyaaarr	1.0
ngawurr	1.0
goblokkkk	6.0
geram	21.0
bertentngn	1.0
macem2	15.0
coooong	1.0
termehek	2.0
disangkut2in	1.0
untouchable	1.0
yunuhar	1.0
pindahi	1.0
menggap	1.0
menggal	1.0
dki1	10.0
berrti	2.0
kudoakan	4.0
dinikah	1.0
penyeimbang	3.0
terkahir	1.0
drehhhhh	1.0
bolehh	3.0
sebegitu	4.0
tagihan	2.0
beneren	1.0
desain	2.0
ketrurunan	1.0
bolehx	1.0
desak2	2.0
dki2	2.0
gerah	17.0
kubawakan	1.0
gerak	14.0
cliennya	1.0
memayoritaskan	1.0
bolak	26.0
nglabuhi	2.0
bolan	1.0
disebarang	1.0
gaya2an	1.0
laean2	1.0
13rb	1.0
genggong	1.0
jowoki	1.0
kepikir	2.0
hahhahah	5.0
fakya	1.0
dikoreksi	3.0
hahhahaa	2.0
qs23	1.0
zhonger	1.0
dkit	6.0
dicemari	1.0
kesitu	7.0
pemvelaanya	1.0
manjakan	1.0
hajikan	1.0
mean	1.0
kenalllll	1.0
menabung	1.0
laginya	1.0
ngawuur	1.0
perlahan	5.0
nyombong	2.0
nosroooooooooooon	1.0
telecubis	1.0
brntakan	1.0
huusss	1.0
hahahahahahahahahaha	1.0
bertulang	4.0
dengannya	5.0
bendot	1.0
sesunggungnya	1.0
fitnahhhhhh	1.0
plpll	1.0
riezqy	1.0
leberal	3.0
otongnya	1.0
mngemis	1.0
kebenaranx	1.0
penuka	1.0
penbunuhan	1.0
kupingnya	1.0
klonyotan	1.0
jokowiiii	1.0
qs33	1.0
antarkan	1.0
sondakh	4.0
mega	140.0
dijaman	8.0
kurangi	7.0
bermslh	3.0
ueenak	1.0
megi	2.0
fajri	1.0
qs70	1.0
hebohnya	1.0
desaku	1.0
mencoblos	7.0
curuuut	1.0
celurit	4.0
hahahahahhahaaaa	1.0
ngrasa	9.0
syirik	23.0
tersunggung	1.0
tungganglanggang	1.0
dijambi	1.0
membohong	1.0
berkuada	1.0
sichhhh	1.0
keceletot	1.0
booohhhooonnngggg	1.0
robocop	1.0
olalalalalla	1.0
berkuads	1.0
bubarlah	2.0
terjaring	1.0
maeeeenkan	1.0
nyuusss	1.0
hihiihihii	1.0
s7dah	1.0
presideng	1.0
menyalonkan	1.0
sholeh2	1.0
mein	1.0
nyesek	3.0
pujix	1.0
sejujurnya	9.0
penuhi	5.0
ditulis	12.0
berpantun	1.0
kataya	2.0
kevlinger	1.0
7faeb8e1	1.0
nyesel	60.0
gadis	7.0
dkng	6.0
boongnya	4.0
iyalah	32.0
perpihak	1.0
ooalah	1.0
kepeminpinan	1.0
ajalnya	1.0
meki	1.0
kelenteng	5.0
kmpye	1.0
puji2	5.0
meko	1.0
meju	1.0
pnhnya	2.0
suarez	1.0
khatibnya	1.0
miliknya	2.0
disuruh	93.0
suares	1.0
ngelaporin	5.0
stengah	2.0
memberatkan	1.0
udahan	2.0
codot	2.0
meja	15.0
kepingin	7.0
bilcara	1.0
president	56.0
memg	2.0
meme	7.0
monaaaasssssss	1.0
memp	1.0
diapakan	2.0
ganggu	41.0
mmbunuh	5.0
melu	4.0
agamutk	1.0
indifidu	3.0
tatkala	1.0
mema	1.0
zkrg	1.0
hallah	3.0
ngangeppp	1.0
mele	3.0
isteri	2.0
hndak	1.0
hallal	2.0
umumny	1.0
beraaakk	1.0
melo	5.0
jilboobs	1.0
dkt2	3.0
bacoott	2.0
dksi	1.0
dksh	2.0
tuuuhh	1.0
operan	1.0
nglakoni	2.0
monomin	1.0
mencopot	1.0
deeeaaarr	1.0
seisinya	3.0
prayogi	1.0
bekoar2	1.0
dkun	1.0
products	1.0
wrjbcijh	1.0
tersenyuum	1.0
terpercaya	2.0
kenzol	2.0
trimalah	3.0
ilustrasinya	1.0
meni	1.0
sesamapun	1.0
meng	24.0
segolonganmu	1.0
syiran	1.0
menu	5.0
ment	1.0
mens	2.0
dicuekin	5.0
dkug	2.0
mena	4.0
bla2in	1.0
hafalan	1.0
mend	1.0
codet	4.0
ahok_djarot	1.0
nyindir2	5.0
mudharotnya	1.0
uhuuuukkkkkk	1.0
ngigit	3.0
dijalanan	10.0
buminya	1.0
sbelum	7.0
emblek	1.0
segalaya	2.0
aauuusuu	1.0
hrmkan	1.0
disurih	1.0
professor	2.0
sparkakus	3.0
munutup	1.0
beribafah	1.0
berpribadian	1.0
lekukan	1.0
pastiiii	3.0
penjilattt	1.0
kidul	10.0
jahilia	1.0
mest	1.0
ttpkn	1.0
bojog	1.0
peoblem	1.0
pendudukx	2.0
berangus	4.0
mengadakan	4.0
ngelengserkan	1.0
onaran	4.0
kjahatatanx	1.0
mesi	9.0
merk	167.0
sydah	1.0
0besar	1.0
wkwkwwkwwkkkk	1.0
torong	1.0
metrotipu	4.0
kepingan	1.0
mere	1.0
meri	1.0
woooy	2.0
spion	2.0
dawud	1.0
akeh2	1.0
allienstattoo	1.0
dilempari	3.0
gpblok	1.0
kmpat	1.0
siap_siap	1.0
sejenis	17.0
ngusung	1.0
overactinya	1.0
metr	4.0
kesampingkan	5.0
metu	1.0
prrintah	2.0
takuuut	6.0
boroskan	1.0
cambuk	5.0
baskom	1.0
mrayakan	2.0
puisi	13.0
menghrmti	1.0
walapun	1.0
hafalin	2.0
2minggu	1.0
kesannya	20.0
taukan	2.0
jamannya	29.0
woong	1.0
vikram	4.0
dipenjaraa	1.0
seterang	1.0
bruakakakakkaka	1.0
subtansi	2.0
dipenjarah	1.0
goyangannya	1.0
disurga	3.0
khittahnya	1.0
ternyatta	1.0
siisolasi	1.0
neehhh	1.0
konntoolku	1.0
minggunnya	1.0
woooi	1.0
terbantahkan	7.0
jijai	4.0
woooo	2.0
sehrusnya	1.0
utina	1.0
menyalahkan	46.0
wooow	1.0
coblosssss	1.0
jijay	3.0
mengapdi	1.0
bacooot	2.0
kasmaran	1.0
ngiming	3.0
dassaaaar	1.0
berangkt	1.0
mengendarai	1.0
najiiiisss	1.0
khabar	4.0
mmbenturkn	1.0
butuhin	1.0
dlam	14.0
pemerintahannya	5.0
yesyes	1.0
dikeruk	2.0
kreeeen	1.0
teknisi	1.0
piring	13.0
mengejarnya	1.0
menghinamu	1.0
disurat	3.0
mamfaat	1.0
muluk2	1.0
mengentas	1.0
kurunglah	1.0
bermaksud	1.0
kliatn	1.0
abaikan	3.0
fatwanya	4.0
sukkurin	1.0
taukeh	1.0
banyakan	16.0
taubatw	1.0
canggung	1.0
memcari	5.0
diindo	2.0
akeem	9.0
menyatukan	8.0
ngemplang	1.0
kupang	1.0
taubate	1.0
terisish	1.0
bokis	2.0
utik2	1.0
dramatis	1.0
bokin	1.0
gaduh	339.0
iurannya	1.0
expaired	1.0
gadug	1.0
nyinggung	10.0
sesempurna	1.0
kejehatanx	1.0
cihuuuyyy	1.0
mantafssuzuki	1.0
dijalanmu	2.0
diserifikasi	1.0
berkumpulan	1.0
gaaass	1.0
timpangnyaaa	1.0
sajaaa	4.0
sejenak	4.0
shokugeki	1.0
palangkaraya	2.0
nyesal	19.0
seadil2nya	3.0
kmpku	1.0
anggapan	3.0
terlacak	3.0
puiiiiiihh	1.0
ciliwung	1.0
kejawen	1.0
bokeb	1.0
berangan	2.0
telanjangnya	1.0
mengjina	1.0
tingginya	4.0
suarax	2.0
ngejibun	1.0
alamin	32.0
serumah	1.0
ratusn	1.0
jijik	109.0
analisanya	1.0
bokep	7.0
firzaaa	1.0
boker	6.0
transparan	25.0
bobbynya	1.0
wooww	1.0
begundalnya	4.0
bokeh	2.0
sedaaaapppp	1.0
perfect	2.0
teruuss	1.0
dlih	1.0
mulut2	1.0
aladziim	1.0
setidakx	1.0
beneer	4.0
rapiii	2.0
rapiin	1.0
suara2	1.0
buuanyakkkkk	1.0
alamak	3.0
aoalagi	1.0
tot2an	1.0
udahlh	1.0
wlwkwkwkkw	1.0
tuuuuh	5.0
sekitar	17.0
alamat	47.0
komment	2.0
mengakali	1.0
contol	1.0
contok	1.0
contoi	1.0
contoh	239.0
merayakan	8.0
forensik	2.0
nafsunya	8.0
kslahn	1.0
nasihati	2.0
mulutg	1.0
megapolitan	1.0
jijlk	1.0
dinilai	11.0
xxccc	1.0
mulutt	1.0
medsozzzzz	2.0
penteng	2.0
investasinya	2.0
mulutx	7.0
puja2	6.0
ikhsan	1.0
dugaan	18.0
qkwkwkwk	1.0
lunear	1.0
contra	2.0
dipasangan	1.0
umumya	1.0
mberhentikan	1.0
bokal	1.0
bokap	9.0
selimut	6.0
teruuus	3.0
gadoh	1.0
seleain	1.0
saudara2	14.0
didapatkan	5.0
trbongkar	2.0
huwawawakakakakkkkkkkkkkk	1.0
keanaknya	1.0
10417	1.0
fitzaaaaaaaaaa	1.0
menyolok	3.0
meningan	2.0
halooo	2.0
benahin	2.0
atauu	1.0
maliiiiiiiing	1.0
kekekekk	2.0
ikuuut	1.0
getah	2.0
injaksini	1.0
pepoooo	1.0
bonar	4.0
hayuuu	1.0
doanx	1.0
organisai	1.0
busuk2	1.0
mengeruhkan	2.0
burdans	1.0
miskinnya	1.0
guscoy	1.0
ngendap	1.0
prnista	1.0
baguslaaahhh	1.0
biarken	1.0
haaii	1.0
pemuridan	1.0
jamban	42.0
astsqgirullah	1.0
nasib2	1.0
prtahana	1.0
kwkwkwkwkwkwk	1.0
penangkap	1.0
menghindar	8.0
terputus2	1.0
dipertegas	1.0
haaha	2.0
mukrianto	1.0
contek	2.0
uangnya	48.0
hipertensi	1.0
penangkal	1.0
dlng	1.0
gagql	2.0
babibrizek	1.0
ngerasain	16.0
woooouuu	1.0
inyong	1.0
kastono	1.0
intoleransi	12.0
doaku	5.0
sampeankan	1.0
atas2	1.0
bencii	3.0
telisik	1.0
doakn	2.0
korupnye	1.0
korupnya	4.0
stauku	1.0
liaht	1.0
syahadatnya	3.0
hncurkn	3.0
kesaksian	36.0
pengompor	1.0
ahokan	2.0
doank	108.0
terusik	8.0
caranya	54.0
fatria	1.0
bubarkan	226.0
menggelar	3.0
najong	1.0
terusin	4.0
menjegal	27.0
jeans	1.0
penting	429.0
gubernurnya	19.0
doang	304.0
gempur	3.0
ngendep	1.0
atau3	1.0
disusun	1.0
dipublish	2.0
atasi	3.0
cantikan	3.0
doamu	4.0
chipset	1.0
pmbelian	1.0
nyetir	2.0
memilihmu	2.0
babibriziq	1.0
sokong	3.0
mariner	1.0
babibrizik	1.0
krama	3.0
nasier	1.0
terkeren	1.0
biarkan	136.0
prckpn	2.0
pablik	1.0
berikunya	1.0
properti	1.0
pngucapan	1.0
krang	2.0
kenyot	2.0
krana	4.0
liane	3.0
rijeck	2.0
liani	1.0
liang	7.0
gempor	3.0
riject	1.0
menurunkn	2.0
ampuhnya	1.0
dazal	1.0
dedegan	1.0
keplintir	1.0
utangnya	1.0
silver	1.0
haaah	2.0
keresahan	7.0
atang	8.0
mncghnya	1.0
animisme	2.0
silvia	1.0
haaaa	11.0
jiiljik	1.0
ruaar	1.0
kaesang	9.0
hngga	2.0
sanisi	1.0
hemmm	17.0
marah2nya	1.0
aqidah	41.0
konghucu	1.0
danbpangkat	1.0
kantongin	1.0
doain	21.0
mmgsi	1.0
jinah	7.0
sejahtrra	1.0
slah2	1.0
bossnya	5.0
jinak	3.0
cbalh	1.0
saudare2	1.0
kckckckkkkkk	1.0
akademisi	1.0
presepsinya	1.0
membungkamnya	1.0
rayaaaa	1.0
aleksandra	1.0
wkwkkkwkk	1.0
menyingungnya	1.0
skaliiiiii	1.0
istiqhosah	1.0
dipanggl	2.0
simpatinya	2.0
haaa2	2.0
propukator	1.0
tepati	6.0
lubbbbb	1.0
tauhid	6.0
banyakkk	1.0
teknikny	1.0
kourup	2.0
berkeliaran	39.0
brbuat	13.0
tempramntal	1.0
intoleranya	1.0
tertukar	3.0
pemtong	1.0
brbudi	1.0
slaah	2.0
semono	1.0
reguduganlah	1.0
apaligai	1.0
sekomitmen	1.0
laknatilah	2.0
hrsny	4.0
dipangil	1.0
liat3	1.0
liat2	4.0
banyakin	10.0
peryataan	1.0
malangnasibrakyatkecil	1.0
minute	1.0
remehkn	1.0
geopark	1.0
geoumblooongggg	1.0
terlantar	3.0
didalami	1.0
gawean	4.0
tertular	2.0
najisssss	1.0
berandai	3.0
jlssss	1.0
jahatnyaaaa	1.0
mengimaninya	3.0
saepul	1.0
rijekk	1.0
dabing	1.0
ketepian	1.0
penegakka	1.0
sunaryo	2.0
siregar	2.0
jqngan	1.0
dandihormati	1.0
haramdan	1.0
berbeda2	3.0
irng2	1.0
pelajarilah	1.0
astagfiruallahallazim	1.0
ngjalanin	1.0
akar2x	1.0
ati2looo	1.0
tersesatlah	3.0
ampunnn	3.0
pendukunng	1.0
binginnya	1.0
penyap	1.0
dnganmu	1.0
akhok	6.0
petyugas	1.0
ucollll	1.0
gahat	1.0
kenyut	1.0
mksdny	2.0
majasnya	1.0
nrgara	5.0
getol	14.0
menyinggung	15.0
tespondennya	1.0
jamane	2.0
getok	1.0
hadapilah	3.0
investasilah	1.0
bacooookkkk	1.0
cimberan	1.0
katain	6.0
wuiihhh	1.0
sklian	6.0
getle	1.0
pendukungx	3.0
zman	1.0
qasidahan	1.0
benetan	1.0
sempit	41.0
cahyono	1.0
akhit	2.0
worry	1.0
hadeeuuhh	2.0
gahar	1.0
berwenang	16.0
arealnya	1.0
akhir	113.0
menghirup	1.0
liputan	6.0
terurus	1.0
gahab	1.0
raditya	1.0
takbeeer	1.0
hendi	1.0
iyahin	1.0
katakn	3.0
kelengkeng	1.0
uluhati	1.0
mmberikan	2.0
kataku	1.0
krusten	1.0
ditentukan	1.0
perjual	1.0
pungkiri	4.0
ampunin	2.0
tmnnya	2.0
muda2han	2.0
rasanaaaa	2.0
dialami	3.0
sbenarnya	5.0
suddenly	1.0
akhli	1.0
tersurat	3.0
minum2	1.0
dijauhkan	3.0
sekekad	1.0
sekaleeeeee	1.0
biarlah	57.0
diriin	1.0
getho	1.0
lamborgini	1.0
nyagup	1.0
katamu	8.0
tuuuulooooong	1.0
auuaaah	1.0
tissue	1.0
ampuuunn	1.0
terjalin	1.0
aktorny	2.0
fandi	1.0
sempet	8.0
jimly	1.0
semper	2.0
keluarin	22.0
direkayasa	5.0
getih	2.0
200000	1.0
penerjemah	2.0
humornya	1.0
style	2.0
supermi	1.0
jimmy	1.0
merberkati	1.0
abimanyu	2.0
15rb	2.0
vidionya	2.0
diriku	4.0
mnghalalkn	1.0
dijamin	29.0
mwmilih	1.0
maaakaaan	1.0
hhhaaaa	1.0
tahan2	1.0
pendukung2	3.0
berondongan	2.0
tontonan	17.0
inang	2.0
katanx	2.0
diprofokatori	1.0
mexico	1.0
keluarga	147.0
direndam	2.0
terupdate	1.0
nyemplak	1.0
brimobnya	1.0
halnya	9.0
dmkn	1.0
nasing	1.0
halnye	1.0
main2nan	1.0
hrtax	1.0
busung	1.0
menopause	2.0
kerjakan	10.0
sejatilah	1.0
sempat	24.0
1779	174.0
inalt	1.0
yerbukti	1.0
sempak	9.0
szzzsz	1.0
getem	2.0
bareskrim	7.0
terdeteksi	2.0
naiknya	2.0
keatas	4.0
prcakapnya	1.0
veteran	1.0
sirisik	2.0
masing2x	2.0
album2nya	2.0
data2nya	1.0
intelijent	1.0
bonek	3.0
sirisiq	1.0
busukx	1.0
pengembang	14.0
keuntungan	17.0
penyek	1.0
larene	1.0
fatihah	1.0
penyet	2.0
administrator	1.0
dmna	2.0
teriaklah	1.0
ampunan	5.0
keluaran	3.0
dmn2	1.0
nyentrik	1.0
karbitan	60.0
4sudut	2.0
intinya	68.0
betpengaruh	1.0
dimanpaatkan	1.0
preeeeettt	4.0
yofie	1.0
nyagub	14.0
sunarto	2.0
mbukakan	1.0
brgaya	1.0
pulih	4.0
palalinter	1.0
denver	1.0
mghn	1.0
jadila	1.0
mengebu	1.0
polwan	2.0
anjiiiiiiir	1.0
moralnya	2.0
penghabisan	2.0
kearah	6.0
bhinika	1.0
metropolis	1.0
kata2x	1.0
pelkunya	1.0
percakapan	102.0
menghakimi	24.0
suapin	2.0
probokatornya	1.0
minuak	1.0
jadikn	5.0
mggu	1.0
pulga	3.0
jadiin	20.0
mgkn	66.0
bubari	1.0
dengrin	1.0
yaallah	1.0
bomba	1.0
tenggelamkannya	1.0
words	1.0
terdata	1.0
bomat	1.0
alexis	5.0
boman	1.0
munafiqin	2.0
binatang2	5.0
dirimu	65.0
dikroyok	2.0
bernti	1.0
bubar2	1.0
direbutkan	1.0
fakyou	2.0
conser	1.0
dirils	1.0
nasjid	1.0
blasteran	1.0
anxiety	1.0
mnelurkan	1.0
kobokan	3.0
geromboln	1.0
kaorin	1.0
rakyat	1568.0
pengiriman	2.0
bahagia	34.0
cenkraman	1.0
pendekkkkk	1.0
ngimamin	1.0
enyah	6.0
rakyak	4.0
setyono	1.0
enyak	1.0
bermula	2.0
pakean	4.0
jokowgoblog	1.0
gfriend	1.0
diriny	2.0
lumayanlah	2.0
bahagja	1.0
takbiran	3.0
lingkungn	1.0
bermuka	5.0
selecel	1.0
helmi	4.0
nyebabkan	1.0
tertulis	12.0
provkator	1.0
gerti	1.0
gokong	1.0
maauuuu	1.0
ironisnya	4.0
kejlan	1.0
negaraaneh	1.0
mengelu	1.0
tekuni	2.0
vain	2.0
hormon	1.0
ngunjukin	1.0
ditakdir	1.0
semput	1.0
penegakag	2.0
segala2x	1.0
penegakan	17.0
basick	1.0
hello	12.0
nyalahkan	6.0
gerry	1.0
karangan	8.0
ngitungnya	1.0
diaplikasikan	1.0
ksandung	1.0
vale	1.0
omongan	132.0
fanatik	22.0
mengema	1.0
pengadudomba	1.0
helko	2.0
urgent	2.0
fanatic	1.0
martinus	3.0
pulng	1.0
wkkkkkkk	2.0
dayak	30.0
dayaj	1.0
elektabilitasnya	7.0
kualitasmu	2.0
intelejennya	2.0
dikenang	2.0
mi4c	1.0
dayax	1.0
pulus	3.0
terutam	1.0
mananya	3.0
conberan	2.0
brgama	1.0
senetron	5.0
hormaaaattt	1.0
split	1.0
vang	1.0
lengser	29.0
madafaka	1.0
terpesona	1.0
berkelompok	1.0
wektune	1.0
propikator	1.0
plangaran2	1.0
pnddkn	1.0
puluh	1.0
terkesan	20.0
mariono	1.0
jimat	2.0
kblingsatan	1.0
gunung	57.0
bermutu	71.0
vape	1.0
pakein	2.0
menganga	1.0
waaaahhhh	1.0
rampung	3.0
membanjiri	1.0
ditungu	1.0
maksudx	2.0
dinpancing	1.0
pulsa	4.0
earth	3.0
ahokya	2.0
bernya	1.0
ketutup	3.0
eunakk	1.0
tegasnya	5.0
nyahok	18.0
jilat	44.0
tergoncang	1.0
yoedi	1.0
episode	22.0
jilbb	1.0
bertengkar	5.0
sekutu2nya	1.0
alhamdulillah	129.0
varu	2.0
nyahoo	3.0
mpreet	1.0
berbobotlah	1.0
mengesa	1.0
pesen2	1.0
rasululohh	1.0
vara	1.0
cbaan	1.0
accept	2.0
sebelumnya	40.0
nyebelin	6.0
terusss	14.0
ndeso	10.0
mengeti	1.0
terussd	1.0
contohbya	1.0
berjudul	5.0
adidaya	2.0
ahokny	1.0
awliya	1.0
perpencah	1.0
bahahahahahah	1.0
gengnya	3.0
wkkwkkwkkk	1.0
omongin	17.0
sdikiy	1.0
ditunda	4.0
ngeness	1.0
ataunpidato	1.0
terbyata	1.0
kesiandehluketipu	1.0
mamarika	1.0
jahudi	1.0
gagal	276.0
stopped	1.0
kmrin	9.0
kmrim	1.0
gagap	1.0
gagas	1.0
eeeeeee	1.0
gagah	18.0
ngomonhnya	1.0
padepokan	4.0
ganjel	1.0
sdikit	10.0
basiii	1.0
pengara	1.0
ngeliatin	1.0
makananahok	1.0
pukul	39.0
dipergunakan	1.0
sekejab	1.0
qyran	1.0
lucuuuuuuuuuuuuu	1.0
uninstal	1.0
gesit	3.0
menghalangin	1.0
perkelahian	1.0
esnaknys	1.0
sunatan	2.0
ginting	1.0
hemat	7.0
menganak	1.0
hahaii	1.0
penolong	1.0
ahokrr	1.0
sekejap	4.0
ndhasmu	1.0
guntur	6.0
kaffiirr	4.0
kejatuh	1.0
kmrn2	6.0
aallah	5.0
jambuk	1.0
dngb	1.0
hahahh	1.0
omongmu	1.0
syekh	3.0
hahaha	870.0
afteng	1.0
titolato	1.0
lumayang	1.0
dngr	3.0
dijelek2in	1.0
takbirrr	4.0
dngn	46.0
mbentak	2.0
mengert	1.0
gedebur	1.0
subutin	1.0
hektar	1.0
jilid	10.0
melengkapi	4.0
hahaga	1.0
nginjak2	2.0
ganjil	10.0
hormat	52.0
presidennya	29.0
diagung	1.0
berakhiran	1.0
pulaa	1.0
variasi	1.0
enyoi	1.0
omongon	1.0
teruskn	2.0
dnia	1.0
pulah	2.0
pulak	13.0
pulas	1.0
geser	26.0
enyoy	2.0
pulau	54.0
bences	3.0
technologi	3.0
setubuh	1.0
ndadak	1.0
termegah	1.0
dipiara	31.0
bannngggg	1.0
ketenangan	12.0
perckapan	1.0
bbarkan	1.0
pendapat	101.0
katanyaaa	1.0
penunjang	1.0
ahoket	1.0
ahoker	417.0
dijakarta	11.0
16th	2.0
jadian	4.0
bochor	5.0
ngijek	1.0
mhdp	1.0
inofasi	1.0
tegakkkan	3.0
teladannya	1.0
pembully	1.0
mahkota	5.0
pangalembana	1.0
bukaaaa	1.0
gempal	2.0
uluran	2.0
putihnya	1.0
sampyan	2.0
zouiooiio	1.0
mantaappppp	1.0
gempar	1.0
mngenus	1.0
diketok	1.0
caritalenta2	1.0
astaghfirullahal	1.0
ganjar	3.0
ahoklh	1.0
astaghfirullahak	1.0
maksute	1.0
ahokkk	18.0
pngalaman	1.0
agresimu	1.0
islamannya	1.0
syriek	1.0
problemnya	1.0
segala2nya	2.0
alqaeda	1.0
bentrokan	2.0
kelicikanmu	1.0
sseetttt	1.0
oersidangan	1.0
assegaf	1.0
dketawain	1.0
kebodohannya	4.0
fikirkan	2.0
baguuuuussssss	1.0
sgrah	2.0
terkaget	1.0
pengamt	1.0
penghanvuran	1.0
triak2	4.0
dwoonk	1.0
papuanya	1.0
